0.000000000000000000e+00,2.222927812500000186e+02
3.650000000000000033e-03,2.210067031250000014e+02
7.300000000000000065e-03,2.248114218750000077e+02
1.094999999999999966e-02,2.070011093749999986e+02
1.460000000000000013e-02,2.078174062500000048e+02
1.825099999999999986e-02,2.170789531249999982e+02
2.190100000000000033e-02,2.232354843749999986e+02
2.555100000000000079e-02,2.250847656250000171e+02
2.920100000000000126e-02,2.292762656250000077e+02
3.285099999999999826e-02,2.315459375000000080e+02
3.650099999999999872e-02,2.480460156249999955e+02
4.015099999999999919e-02,2.486213593749999973e+02
4.380099999999999966e-02,2.420568437500000130e+02
4.745100000000000012e-02,2.431436562499999923e+02
5.110200000000000159e-02,2.499184999999999945e+02
5.475200000000000206e-02,2.716496875000000273e+02
5.840200000000000252e-02,2.583821406250000337e+02
6.205200000000000299e-02,2.627226875000000064e+02
6.570199999999999652e-02,2.580254218750000064e+02
6.935199999999999698e-02,2.491756562500000030e+02
7.300199999999999745e-02,2.504332500000000152e+02
7.665199999999999791e-02,2.356286718750000091e+02
8.030199999999999838e-02,2.239366406249999955e+02
8.395199999999999885e-02,2.905178437499999973e+02
8.760300000000000031e-02,2.558458593750000034e+02
9.125300000000000078e-02,2.249442812500000173e+02
9.490300000000000125e-02,1.422163281249999898e+02
9.855300000000000171e-02,2.834520937500000173e+02
1.022030000000000022e-01,2.493432656250000150e+02
1.058530000000000026e-01,2.470548750000000098e+02
1.095030000000000031e-01,2.403157500000000084e+02
1.131530000000000036e-01,2.347497031249999964e+02
1.168030000000000040e-01,2.791686562500000264e+02
1.204540000000000055e-01,2.780456250000000296e+02
1.241040000000000060e-01,2.675599062499999832e+02
1.277540000000000064e-01,2.529845625000000098e+02
1.314039999999999930e-01,2.430680781249999995e+02
1.350540000000000074e-01,2.217715781249999907e+02
1.387039999999999940e-01,2.031081875000000139e+02
1.423540000000000083e-01,2.104393906250000157e+02
1.460039999999999949e-01,2.229896875000000023e+02
1.496540000000000092e-01,2.355400156249999952e+02
1.533049999999999968e-01,2.480902656250000007e+02
1.569550000000000112e-01,2.575130000000000337e+02
1.606049999999999978e-01,2.573838749999999891e+02
1.642550000000000121e-01,2.244205937499999948e+02
1.679049999999999987e-01,1.881502499999999998e+02
1.715550000000000130e-01,2.004828593750000039e+02
1.752049999999999996e-01,1.981665624999999977e+02
1.788549999999999862e-01,1.906663593750000132e+02
1.825050000000000006e-01,1.967787343749999991e+02
1.861559999999999881e-01,2.120164374999999950e+02
1.898060000000000025e-01,2.095604531250000093e+02
1.934559999999999891e-01,1.974188750000000141e+02
1.971060000000000034e-01,1.804492812500000127e+02
2.007559999999999900e-01,1.658936406250000175e+02
2.044060000000000044e-01,1.600742656250000095e+02
2.080559999999999909e-01,1.586888749999999959e+02
2.117060000000000053e-01,1.682937187500000107e+02
2.153559999999999919e-01,1.390045937499999980e+02
2.190070000000000072e-01,1.466539999999999964e+02
2.226569999999999938e-01,1.447147656250000125e+02
2.263070000000000082e-01,1.369955937500000118e+02
2.299569999999999947e-01,1.248342031250000019e+02
2.336070000000000091e-01,1.305810937500000080e+02
2.372569999999999957e-01,1.183216640630000001e+02
2.409070000000000100e-01,1.082348203130000002e+02
2.445569999999999966e-01,1.198948828130000095e+02
2.482070000000000110e-01,1.158256328130000128e+02
2.518569999999999975e-01,1.183238281250000057e+02
2.555080000000000129e-01,1.085915390629999990e+02
2.591579999999999995e-01,9.885928124999999511e+01
2.628079999999999861e-01,8.912702343800000904e+01
2.664579999999999727e-01,7.939473437499999875e+01
2.701080000000000148e-01,8.045392968800000233e+01
2.737580000000000013e-01,7.757097656300000210e+01
2.774079999999999879e-01,1.756443554700000220e+01
2.810579999999999745e-01,4.600703125000000426e+01
2.847080000000000166e-01,4.602569140599999997e+01
2.883589999999999764e-01,3.674097656299999670e+01
2.920090000000000185e-01,3.206719531299999915e+01
2.956590000000000051e-01,3.208585546900000196e+01
2.993089999999999917e-01,2.422165624999999878e+01
3.029589999999999783e-01,-6.436013179999999778e-01
3.066090000000000204e-01,8.860121094000000141e+00
3.102590000000000070e-01,1.836384375000000091e+01
3.139089999999999936e-01,5.833116699000000516e+00
3.175589999999999802e-01,3.796452393000000036e+00
3.212099999999999955e-01,-5.237544434000000138e+00
3.248599999999999821e-01,2.406424316000000285e+00
3.285100000000000242e-01,1.078761230500000146e+01
3.321600000000000108e-01,4.172281737999999685e+00
3.358099999999999974e-01,-2.442978270999999868e+00
3.394599999999999840e-01,-1.176319824200000141e+01
3.431100000000000261e-01,-1.567353320300000163e+01
3.467600000000000127e-01,-2.763777929700000158e+01
3.504099999999999993e-01,-1.506062695300000165e+01
3.540610000000000146e-01,-2.919505664100000075e+01
3.577110000000000012e-01,-3.322499218799999454e+01
3.613609999999999878e-01,-3.068163085900000198e+01
3.650109999999999744e-01,-5.226386718799999898e+01
3.686610000000000165e-01,-5.224520312500000330e+01
3.723110000000000031e-01,-5.538204687500000034e+01
3.759609999999999896e-01,-5.042905078100000082e+01
3.796109999999999762e-01,-5.027066015599999815e+01
3.832610000000000183e-01,-4.994380468800000017e+01
3.869119999999999782e-01,-5.326379687500000415e+01
3.905620000000000203e-01,-7.130992187500000057e+01
3.942120000000000068e-01,-8.935604687500000409e+01
3.978619999999999934e-01,-9.360328906300000540e+01
4.015119999999999800e-01,-8.377350781300000904e+01
4.051620000000000221e-01,-8.034499999999999886e+01
4.088120000000000087e-01,-9.698048437500000318e+01
4.124619999999999953e-01,-1.077020703130000072e+02
4.161119999999999819e-01,-1.211482500000000044e+02
4.197620000000000240e-01,-1.066361796880000128e+02
4.234129999999999838e-01,-9.246052343800000983e+01
4.270630000000000259e-01,-1.025986328130000089e+02
4.307130000000000125e-01,-1.127367890630000034e+02
4.343629999999999991e-01,-1.185221171880000099e+02
4.380129999999999857e-01,-1.272077734380000038e+02
4.416629999999999723e-01,-1.325087343749999889e+02
4.453130000000000144e-01,-1.394240937499999973e+02
4.489630000000000010e-01,-1.389723593749999964e+02
4.526129999999999876e-01,-1.484117343750000089e+02
4.562640000000000029e-01,-1.336717187499999966e+02
4.599139999999999895e-01,-1.378477656249999939e+02
4.635639999999999761e-01,-1.514818437499999959e+02
4.672140000000000182e-01,-1.603544531249999920e+02
4.708640000000000048e-01,-1.672596406250000030e+02
4.745139999999999914e-01,-1.664652187499999911e+02
4.781639999999999779e-01,-1.633807656250000093e+02
4.818140000000000200e-01,-1.557945312500000057e+02
4.854640000000000066e-01,-1.619372031249999964e+02
4.891150000000000220e-01,-1.726680624999999907e+02
4.927650000000000086e-01,-1.632515312499999993e+02
4.964149999999999952e-01,-1.656323593749999930e+02
5.000649999999999817e-01,-1.743714531250000164e+02
5.037150000000000238e-01,-1.615787031250000041e+02
5.073649999999999549e-01,-1.690957187500000032e+02
5.110149999999999970e-01,-1.742746250000000146e+02
5.146650000000000391e-01,-1.845343281250000018e+02
5.183149999999999702e-01,-1.749025625000000161e+02
5.219660000000000410e-01,-1.808309687500000109e+02
5.256159999999999721e-01,-1.859004375000000095e+02
